Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
29,Devonta Freeman,RB,27.198,2019-09-29,NFL,ATL,"",TEN,L 10-24,4,4,Sun,10.00,18.0,18.0,14.0,0,0,0,0,0,12,28,0,8,72,0,0,"","","",""
30,Aaron Jones,RB,24.298,2019-09-26,NFL,GNB,"",PHI,L 27-34,4,4,Thu,11.80,17.8,17.8,14.8,0,0,0,0,0,13,21,1,6,37,0,0,"","","",""
31,Diontae Johnson,WR,23.087,2019-09-30,NFL,PIT,"",CIN,W 27-3,4,4,Mon,11.70,17.7,18.7,14.7,0,0,0,0,0,0,0,0,6,77,1,1,"","","",""
32,Ricky Seals-Jones,TE,24.198,2019-09-29,NFL,CLE,@,BAL,W 40-25,4,4,Sun,14.20,17.2,17.2,15.7,0,0,0,0,0,0,0,0,3,82,1,0,"","","",""
33,DeVante Parker,WR,26.252,2019-09-29,NFL,MIA,"",LAC,L 10-30,4,4,Sun,13.00,17.0,17.0,15.0,0,0,0,0,0,0,0,0,4,70,1,0,"","","",""
34,LeSean McCoy,RB,31.079,2019-09-29,NFL,KAN,@,DET,W 34-30,4,4,Sun,14.90,16.9,16.9,15.9,0,0,0,0,0,11,56,1,2,33,0,0,"","","",""
35,Sterling Shepard,WR,26.231,2019-09-29,NFL,NYG,"",WAS,W 24-3,4,4,Sun,9.90,16.9,16.9,13.4,0,0,0,0,0,1,23,0,7,76,0,0,"","","",""
36,Ezekiel Elliott,RB,24.069,2019-09-29,NFL,DAL,@,NOR,L 10-12,4,4,Sun,10.50,16.5,17.5,13.5,0,0,0,0,0,18,35,1,6,30,0,1,"","","",""
37,Stefon Diggs,WR,25.304,2019-09-29,NFL,MIN,@,CHI,L 6-16,4,4,Sun,8.80,15.8,19.8,12.3,0,0,0,0,0,0,0,0,7,108,0,1,"","","",""
38,Kerryon Johnson,RB,22.091,2019-09-29,NFL,DET,"",KAN,L 30-34,4,4,Sun,13.70,15.7,19.7,14.7,0,0,0,0,0,26,125,0,2,32,0,1,"","","",""
39,Travis Kelce,TE,29.359,2019-09-29,NFL,KAN,@,DET,W 34-30,4,4,Sun,8.50,15.5,15.5,12.0,0,0,0,0,0,0,0,0,7,85,0,0,"","","",""
40,Gerald Everett,TE,25.096,2019-09-29,NFL,LAR,"",TAM,L 40-55,4,4,Sun,10.40,15.4,15.4,12.9,0,0,0,0,0,0,0,0,5,44,1,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
41,Emmanuel Sanders,WR,32.196,2019-09-29,NFL,DEN,"",JAX,L 24-26,4,4,Sun,10.40,15.4,18.4,12.9,0,0,0,0,0,0,0,0,5,104,0,0,"","","",""
42,Ronald Jones,RB,22.057,2019-09-29,NFL,TAM,@,LAR,W 55-40,4,4,Sun,14.20,15.2,15.2,14.7,0,0,0,0,0,19,70,1,1,12,0,0,"","","",""
43,Geronimo Allison,WR,25.251,2019-09-26,NFL,GNB,"",PHI,L 27-34,4,4,Thu,11.90,14.9,14.9,13.4,0,0,0,0,0,1,7,0,3,52,1,0,"","","",""
44,Allen Robinson,WR,26.036,2019-09-29,NFL,CHI,"",MIN,W 16-6,4,4,Sun,7.70,14.7,14.7,11.2,0,0,0,0,0,0,0,0,7,77,0,0,"","","",""
45,Cole Beasley,WR,30.156,2019-09-29,NFL,BUF,"",NWE,L 10-16,4,4,Sun,7.50,14.5,14.5,11.0,0,0,0,0,0,0,0,0,7,75,0,0,"","","",""
46,Willie Snead,WR/RS,26.347,2019-09-29,NFL,BAL,"",CLE,L 25-40,4,4,Sun,12.10,14.1,14.1,13.1,0,0,0,0,0,0,0,0,2,61,1,0,"","","",""
47,Chester Rogers,WR,25.260,2019-09-29,NFL,IND,"",OAK,L 24-31,4,4,Sun,10.80,13.8,13.8,12.3,0,0,0,0,0,0,0,0,3,48,1,1,"","","",""
48,James White,RB,27.238,2019-09-29,NFL,NWE,@,BUF,W 16-10,4,4,Sun,5.80,13.8,13.8,9.8,0,0,0,0,0,1,1,0,8,57,0,0,"","","",""
49,Zach Ertz,TE,28.320,2019-09-26,NFL,PHI,@,GNB,W 34-27,4,4,Thu,6.50,13.5,13.5,10.0,0,0,0,0,0,0,0,0,7,65,0,0,"","","",""
50,Trevor Davis,WR,26.087,2019-09-29,NFL,OAK,@,IND,W 31-24,4,4,Sun,13.40,13.4,13.4,13.4,0,0,0,0,0,2,74,1,0,0,0,0,"","","",""
51,Dontrell Hilliard,RB,24.215,2019-09-29,NFL,CLE,@,BAL,W 40-25,4,4,Sun,11.40,13.4,13.4,12.4,0,0,0,0,0,6,27,1,2,27,0,0,"","","",""
52,Mark Andrews,TE,23.023,2019-09-29,NFL,BAL,"",CLE,L 25-40,4,4,Sun,9.10,13.1,13.1,11.1,0,0,0,0,0,0,0,0,4,31,1,0,"","","",""
53,Brandin Cooks,WR,26.004,2019-09-29,NFL,LAR,"",TAM,L 40-55,4,4,Sun,7.10,13.1,13.1,10.1,0,0,0,0,0,0,0,0,6,71,0,0,"","","",""
54,Josh Jacobs,RB,21.230,2019-09-29,NFL,OAK,@,IND,W 31-24,4,4,Sun,10.80,12.8,12.8,11.8,0,0,0,0,0,17,79,0,2,29,0,0,"","","",""
55,Alshon Jeffery,WR,29.224,2019-09-26,NFL,PHI,@,GNB,W 34-27,4,4,Thu,9.80,12.8,12.8,11.3,0,0,0,0,0,0,0,0,3,38,1,0,"","","",""
56,Cameron Brate,TE,28.088,2019-09-29,NFL,TAM,@,LAR,W 55-40,4,4,Sun,9.60,12.6,12.6,11.1,0,0,0,0,0,0,0,0,3,36,1,0,"","","",""
57,Dontrelle Inman,WR,30.241,2019-09-29,NFL,LAC,@,MIA,W 30-10,4,4,Sun,7.60,12.6,12.6,10.1,0,0,0,0,0,0,0,0,5,76,0,0,"","","",""
58,Tyrell Williams,WR,27.229,2019-09-29,NFL,OAK,@,IND,W 31-24,4,4,Sun,9.60,12.6,12.6,11.1,0,0,0,0,0,0,0,0,3,36,1,0,"","","",""
59,Darren Waller,TE,27.016,2019-09-29,NFL,OAK,@,IND,W 31-24,4,4,Sun,5.30,12.3,12.3,8.8,0,0,0,0,0,0,0,0,7,53,0,0,"","","",""
60,Miles Boykin,WR,22.352,2019-09-29,NFL,BAL,"",CLE,L 25-40,4,4,Sun,9.20,12.2,12.2,10.7,0,0,0,0,0,0,0,0,3,32,1,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
61,Jack Doyle,TE,29.147,2019-09-29,NFL,IND,"",OAK,L 24-31,4,4,Sun,8.20,12.2,12.2,10.2,0,0,0,0,0,0,0,0,4,22,1,0,"","","",""
62,Foster Moreau,TE,22.146,2019-09-29,NFL,OAK,@,IND,W 31-24,4,4,Sun,9.00,12.0,12.0,10.5,0,0,0,0,0,0,0,0,3,30,1,0,"","","",""
63,Ryquell Armstead,RB,22.334,2019-09-29,NFL,JAX,@,DEN,W 26-24,4,4,Sun,10.90,11.9,11.9,11.4,0,0,0,0,0,8,42,0,1,7,1,0,"","","",""
64,John Brown,WR,29.179,2019-09-29,NFL,BUF,"",NWE,L 10-16,4,4,Sun,6.90,11.9,11.9,9.4,0,0,0,0,0,0,0,0,5,69,0,0,"","","",""
65,Alvin Kamara,RB,24.066,2019-09-29,NFL,NOR,"",DAL,W 12-10,4,4,Sun,8.90,11.9,11.9,10.4,0,0,0,0,0,17,69,0,3,20,0,0,"","","",""
66,Eric Ebron,TE,26.172,2019-09-29,NFL,IND,"",OAK,L 24-31,4,4,Sun,10.80,11.8,11.8,11.3,0,0,0,0,0,0,0,0,1,48,1,0,"","","",""
67,Derrick Henry,RB,25.268,2019-09-29,NFL,TEN,@,ATL,W 24-10,4,4,Sun,10.80,11.8,14.8,11.3,0,0,0,0,0,27,100,0,1,8,0,1,"","","",""
68,T.J. Hockenson,TE,22.088,2019-09-29,NFL,DET,"",KAN,L 30-34,4,4,Sun,8.70,11.7,11.7,10.2,0,0,0,0,0,0,0,0,3,27,1,0,"","","",""
69,Dede Westbrook,WR,25.312,2019-09-29,NFL,JAX,@,DEN,W 26-24,4,4,Sun,6.60,11.6,11.6,9.1,0,0,0,0,0,0,0,0,5,66,0,0,"","","",""
70,Troymaine Pope,RB,25.304,2019-09-29,NFL,LAC,@,MIA,W 30-10,4,4,Sun,9.40,11.4,11.4,10.4,0,0,0,0,0,10,20,0,2,14,1,0,"","","",""
71,Zach Pascal,WR,24.285,2019-09-29,NFL,IND,"",OAK,L 24-31,4,4,Sun,7.20,11.2,11.2,9.2,0,0,0,0,0,0,0,0,4,72,0,0,"","","",""
72,Noah Fant,TE,21.313,2019-09-29,NFL,DEN,"",JAX,L 24-26,4,4,Sun,9.10,11.1,11.1,10.1,0,0,0,0,0,0,0,0,2,31,1,0,"","","",""
73,Ito Smith,RB,24.018,2019-09-29,NFL,ATL,"",TEN,L 10-24,4,4,Sun,9.10,11.1,11.1,10.1,0,0,0,0,0,2,11,1,2,20,0,0,"","","",""
74,Frank Gore,RB,36.138,2019-09-29,NFL,BUF,"",NWE,L 10-16,4,4,Sun,10.90,10.9,13.9,10.9,0,0,0,0,0,17,109,0,0,0,0,0,"","","",""
75,Jarius Wright,WR,29.308,2019-09-29,NFL,CAR,@,HOU,W 16-10,4,4,Sun,5.90,10.9,10.9,8.4,0,0,0,0,0,0,0,0,5,59,0,0,"","","",""
76,T.J. Yeldon,RB,25.362,2019-09-29,NFL,BUF,"",NWE,L 10-16,4,4,Sun,6.80,10.8,10.8,8.8,0,0,0,0,0,0,0,0,4,68,0,0,"","","",""
77,Marvin Jones,WR,29.201,2019-09-29,NFL,DET,"",KAN,L 30-34,4,4,Sun,7.70,10.7,10.7,9.2,0,0,0,0,0,0,0,0,3,77,0,0,"","","",""
78,Nyheim Hines,RB,22.321,2019-09-29,NFL,IND,"",OAK,L 24-31,4,4,Sun,4.50,10.5,10.5,7.5,0,0,0,0,0,3,6,0,6,39,0,0,"","","",""
79,Carlos Hyde,RB,29.009,2019-09-29,NFL,HOU,"",CAR,L 10-16,4,4,Sun,6.40,10.4,10.4,8.4,0,0,0,0,0,12,58,0,4,6,0,0,"","","",""
80,Kenyan Drake,RB,25.246,2019-09-29,NFL,MIA,"",LAC,L 10-30,4,4,Sun,7.30,10.3,10.3,8.8,0,0,0,0,0,9,44,0,3,29,0,1,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
81,Joe Mixon,HB,23.068,2019-09-30,NFL,CIN,@,PIT,L 3-27,4,4,Mon,6.30,10.3,10.3,8.3,0,0,0,0,0,15,62,0,4,1,0,0,"","","",""
82,Chris Thompson,RB,28.344,2019-09-29,NFL,WAS,@,NYG,L 3-24,4,4,Sun,6.00,10.0,10.0,8.0,0,0,0,0,0,4,4,0,4,56,0,0,"","","",""
83,Keenan Allen,WR,27.155,2019-09-29,NFL,LAC,@,MIA,W 30-10,4,4,Sun,4.80,9.8,9.8,7.3,0,0,0,0,0,0,0,0,5,48,0,0,"","","",""
84,Tarik Cohen,RB,24.065,2019-09-29,NFL,CHI,"",MIN,W 16-6,4,4,Sun,7.80,9.8,9.8,8.8,0,0,0,0,0,5,11,0,2,7,1,0,"","","",""
85,Amari Cooper,WR,25.104,2019-09-29,NFL,DAL,@,NOR,L 10-12,4,4,Sun,4.80,9.8,9.8,7.3,0,0,0,0,0,0,0,0,5,48,0,0,"","","",""
86,Duke Johnson,RB,26.006,2019-09-29,NFL,HOU,"",CAR,L 10-16,4,4,Sun,7.80,9.8,9.8,8.8,0,0,0,0,0,6,56,0,2,22,0,0,"","","",""
87,Larry Fitzgerald,WR,36.029,2019-09-29,NFL,ARI,"",SEA,L 10-27,4,4,Sun,4.70,9.7,9.7,7.2,0,0,0,0,0,0,0,0,5,47,0,0,"","","",""
88,David Montgomery,RB,22.114,2019-09-29,NFL,CHI,"",MIN,W 16-6,4,4,Sun,6.70,9.7,9.7,8.2,0,0,0,0,0,21,53,0,3,14,0,0,"","","",""
89,Dallas Goedert,TE,24.266,2019-09-26,NFL,PHI,@,GNB,W 34-27,4,4,Thu,7.60,9.6,9.6,8.6,0,0,0,0,0,0,0,0,2,16,1,0,"","","",""
90,Javon Wims,WR,25.018,2019-09-29,NFL,CHI,"",MIN,W 16-6,4,4,Sun,5.60,9.6,9.6,7.6,0,0,0,0,0,0,0,0,4,56,0,0,"","","",""
91,Evan Engram,TE,25.027,2019-09-29,NFL,NYG,"",WAS,W 24-3,4,4,Sun,5.40,9.4,9.4,7.4,0,0,0,0,0,0,0,0,4,54,0,0,"","","",""
92,Julio Jones,WR,30.233,2019-09-29,NFL,ATL,"",TEN,L 10-24,4,4,Sun,5.30,9.3,9.3,7.3,0,0,0,0,0,1,1,0,4,52,0,0,"","","",""
93,Tyler Lockett,WR,27.001,2019-09-29,NFL,SEA,@,ARI,W 27-10,4,4,Sun,5.10,9.1,9.1,7.1,0,0,0,0,0,0,0,0,4,51,0,0,"","","",""
94,Royce Freeman,RB,23.217,2019-09-29,NFL,DEN,"",JAX,L 24-26,4,4,Sun,5.00,9.0,9.0,7.0,0,0,0,0,0,6,16,0,4,34,0,0,"","","",""
95,Auden Tate,WR,22.239,2019-09-30,NFL,CIN,@,PIT,L 3-27,4,4,Mon,5.00,9.0,9.0,7.0,0,0,0,0,0,0,0,0,4,50,0,0,"","","",""
96,Dawson Knox,TE,22.329,2019-09-29,NFL,BUF,"",NWE,L 10-16,4,4,Sun,5.80,8.8,8.8,7.3,0,0,0,0,0,0,0,0,3,58,0,0,"","","",""
97,James O'Shaughnessy,TE,27.258,2019-09-29,NFL,JAX,@,DEN,W 26-24,4,4,Sun,7.80,8.8,8.8,8.3,0,0,0,0,0,0,0,0,1,18,1,0,"","","",""
98,DaeSean Hamilton,WR,24.203,2019-09-29,NFL,DEN,"",JAX,L 24-26,4,4,Sun,5.70,8.7,8.7,7.2,0,0,0,0,0,0,0,0,3,57,0,0,"","","",""
99,Preston Williams,WR,22.186,2019-09-29,NFL,MIA,"",LAC,L 10-30,4,4,Sun,4.60,8.6,8.6,6.6,0,0,0,0,0,0,0,0,4,46,0,1,"","","",""
100,DJ Chark,WR,23.006,2019-09-29,NFL,JAX,@,DEN,W 26-24,4,4,Sun,4.40,8.4,8.4,6.4,0,0,0,0,0,0,0,0,4,44,0,0,"","","",""
101,Christian Kirk,WR,22.315,2019-09-29,NFL,ARI,"",SEA,L 10-27,4,4,Sun,4.30,8.3,8.3,6.3,0,0,0,0,0,1,6,0,4,37,0,0,"","","",""
102,Tyler Higbee,TE,26.271,2019-09-29,NFL,LAR,"",TAM,L 40-55,4,4,Sun,4.10,8.1,8.1,6.1,0,0,0,0,0,0,0,0,4,41,0,0,"","","",""
103,Mark Ingram,RB,29.282,2019-09-29,NFL,BAL,"",CLE,L 25-40,4,4,Sun,7.10,8.1,9.1,7.6,0,0,0,0,0,12,71,0,1,0,0,1,"","","",""
104,Jaron Brown,WR,29.264,2019-09-29,NFL,SEA,@,ARI,W 27-10,4,4,Sun,5.00,8.0,8.0,6.5,0,0,0,0,0,0,0,0,3,50,0,0,"","","",""
105,Peyton Barber,RB,25.214,2019-09-29,NFL,TAM,@,LAR,W 55-40,4,4,Sun,7.90,7.9,7.9,7.9,0,0,0,0,0,9,19,1,0,0,0,0,"","","",""
106,Blake Jarwin,TE,25.075,2019-09-29,NFL,DAL,@,NOR,L 10-12,4,4,Sun,4.90,7.9,7.9,6.4,0,0,0,0,0,0,0,0,3,49,0,0,"","","",""
107,Marquez Valdes-Scantling,WR,24.351,2019-09-26,NFL,GNB,"",PHI,L 27-34,4,4,Thu,4.70,7.7,7.7,6.2,0,0,0,0,0,0,0,0,3,47,0,0,"","","",""
108,Josh Gordon,WR,28.169,2019-09-29,NFL,NWE,@,BUF,W 16-10,4,4,Sun,4.60,7.6,7.6,6.1,0,0,0,0,0,0,0,0,3,46,0,0,"","","",""
109,Seth Roberts,WR,28.219,2019-09-29,NFL,BAL,"",CLE,L 25-40,4,4,Sun,3.60,7.6,7.6,5.6,0,0,0,0,0,0,0,0,4,36,0,0,"","","",""
110,Olabisi Johnson,WR,22.196,2019-09-29,NFL,MIN,@,CHI,L 6-16,4,4,Sun,3.50,7.5,7.5,5.5,0,0,0,0,0,0,0,0,4,35,0,0,"","","",""
111,Demarcus Robinson,WR,25.008,2019-09-29,NFL,KAN,@,DET,W 34-30,4,4,Sun,3.50,7.5,7.5,5.5,0,0,0,0,0,0,0,0,4,35,0,0,"","","",""
112,D.J. Moore,WR,22.168,2019-09-29,NFL,CAR,@,HOU,W 16-10,4,4,Sun,4.40,7.4,7.4,5.9,0,0,0,0,0,0,0,0,3,44,0,0,"","","",""
113,Miles Sanders,RB,22.148,2019-09-26,NFL,PHI,@,GNB,W 34-27,4,4,Thu,7.20,7.2,7.2,7.2,0,0,0,0,0,11,72,0,0,0,0,0,"","","",""
114,Randall Cobb,WR,29.038,2019-09-29,NFL,DAL,@,NOR,L 10-12,4,4,Sun,4.10,7.1,7.1,5.6,0,0,0,0,0,0,0,0,3,41,0,0,"","","",""
115,DeAndre Hopkins,WR,27.115,2019-09-29,NFL,HOU,"",CAR,L 10-16,4,4,Sun,2.10,7.1,8.1,5.6,0,1,0,0,1,0,0,0,5,41,0,0,"","","",""
116,Julian Edelman,WR,33.130,2019-09-29,NFL,NWE,@,BUF,W 16-10,4,4,Sun,3.00,7.0,7.0,5.0,0,0,0,0,0,0,0,0,4,30,0,1,"","","",""
117,Phillip Lindsay,RB,25.067,2019-09-29,NFL,DEN,"",JAX,L 24-26,4,4,Sun,6.00,7.0,7.0,6.5,0,0,0,0,0,9,53,0,1,7,0,0,"","","",""
118,Jason Witten,TE,37.146,2019-09-29,NFL,DAL,@,NOR,L 10-12,4,4,Sun,3.00,7.0,8.0,5.0,0,0,0,0,0,0,0,0,4,50,0,1,"","","",""
119,Marvin Hall,WR,26.172,2019-09-29,NFL,DET,"",KAN,L 30-34,4,4,Sun,4.70,6.7,6.7,5.7,0,0,0,0,0,0,0,0,2,47,0,0,"","","",""
120,John Ross,WR,24.307,2019-09-30,NFL,CIN,@,PIT,L 3-27,4,4,Mon,3.60,6.6,6.6,5.1,0,0,0,0,0,0,0,0,3,36,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
121,Brandon Bolden,RB,29.246,2019-09-29,NFL,NWE,@,BUF,W 16-10,4,4,Sun,6.40,6.4,6.4,6.4,0,0,0,0,0,1,4,1,0,0,0,0,"","","",""
122,C.J. Prosise,RB,25.132,2019-09-29,NFL,SEA,@,ARI,W 27-10,4,4,Sun,6.40,6.4,6.4,6.4,0,0,0,0,0,3,4,1,0,0,0,0,"","","",""
123,Sammy Watkins,WR,26.107,2019-09-29,NFL,KAN,@,DET,W 34-30,4,4,Sun,3.40,6.4,7.4,4.9,0,0,0,0,0,0,0,0,3,54,0,1,"","","",""
124,Tyler Boyd,WR,24.319,2019-09-30,NFL,CIN,@,PIT,L 3-27,4,4,Mon,3.30,6.3,6.3,4.8,0,0,0,0,0,0,0,0,3,33,0,0,"","","",""
125,O.J. Howard,TE,24.314,2019-09-29,NFL,TAM,@,LAR,W 55-40,4,4,Sun,3.30,6.3,6.3,4.8,0,0,0,0,0,0,0,0,3,33,0,0,"","","",""
126,Sony Michel,RB,24.224,2019-09-29,NFL,NWE,@,BUF,W 16-10,4,4,Sun,6.30,6.3,6.3,6.3,0,0,0,0,0,17,63,0,0,0,0,0,"","","",""
127,Curtis Samuel,WR,23.049,2019-09-29,NFL,CAR,@,HOU,W 16-10,4,4,Sun,3.30,6.3,6.3,4.8,0,0,0,0,0,1,1,0,3,32,0,0,"","","",""
128,Deon Yelder,TE,24.207,2019-09-29,NFL,KAN,@,DET,W 34-30,4,4,Sun,4.30,6.3,6.3,5.3,0,0,0,0,0,0,0,0,2,43,0,0,"","","",""
129,Marquise Brown,WR,22.117,2019-09-29,NFL,BAL,"",CLE,L 25-40,4,4,Sun,2.20,6.2,6.2,4.2,0,0,0,0,0,0,0,0,4,22,0,0,"","","",""
130,Calvin Ridley,WR,24.283,2019-09-29,NFL,ATL,"",TEN,L 10-24,4,4,Sun,3.20,6.2,6.2,4.7,0,0,0,0,0,0,0,0,3,32,0,0,"","","",""
131,Dion Lewis,RB,29.002,2019-09-29,NFL,TEN,@,ATL,W 24-10,4,4,Sun,2.00,6.0,6.0,4.0,0,0,0,0,0,4,16,0,4,4,0,0,"","","",""
132,Giovani Bernard,HB,27.312,2019-09-30,NFL,CIN,@,PIT,L 3-27,4,4,Mon,1.90,5.9,5.9,3.9,0,0,0,0,0,1,3,0,4,16,0,0,"","","",""
133,Josh Hill,TE,29.131,2019-09-29,NFL,NOR,"",DAL,W 12-10,4,4,Sun,2.90,5.9,5.9,4.4,0,0,0,0,0,0,0,0,3,29,0,0,"","","",""
134,Hayden Hurst,TE,26.036,2019-09-29,NFL,BAL,"",CLE,L 25-40,4,4,Sun,3.90,5.9,5.9,4.9,0,0,0,0,0,0,0,0,2,39,0,0,"","","",""
135,Lance Kendricks,TE,31.242,2019-09-29,NFL,LAC,@,MIA,W 30-10,4,4,Sun,3.70,5.7,5.7,4.7,0,0,0,0,0,0,0,0,2,37,0,0,"","","",""
136,Parris Campbell,WR,22.075,2019-09-29,NFL,IND,"",OAK,L 24-31,4,4,Sun,0.50,5.5,6.5,3.0,0,0,0,0,0,0,0,0,5,25,0,1,"","","",""
137,Logan Thomas,TE,28.090,2019-09-29,NFL,DET,"",KAN,L 30-34,4,4,Sun,2.50,5.5,5.5,4.0,0,0,0,0,0,0,0,0,3,25,0,0,"","","",""
138,Rhett Ellison,TE,30.361,2019-09-29,NFL,NYG,"",WAS,W 24-3,4,4,Sun,2.40,5.4,5.4,3.9,0,0,0,0,0,0,0,0,3,24,0,0,"","","",""
139,Mark Walton,RB,22.184,2019-09-29,NFL,MIA,"",LAC,L 10-30,4,4,Sun,3.40,5.4,5.4,4.4,0,0,0,0,0,6,23,0,2,11,0,0,"","","",""
140,Will Fuller,WR,25.166,2019-09-29,NFL,HOU,"",CAR,L 10-16,4,4,Sun,2.30,5.3,5.3,3.8,0,0,0,0,0,0,0,0,3,23,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
141,Jordan Akins,TE,27.163,2019-09-29,NFL,HOU,"",CAR,L 10-16,4,4,Sun,2.10,5.1,5.1,3.6,0,0,0,0,0,0,0,0,3,21,0,0,"","","",""
142,Jared Cook,TE,32.175,2019-09-29,NFL,NOR,"",DAL,W 12-10,4,4,Sun,2.10,5.1,5.1,3.6,0,0,0,0,0,0,0,0,3,21,0,0,"","","",""
143,J.D. McKissic,RB,26.045,2019-09-29,NFL,DET,"",KAN,L 30-34,4,4,Sun,4.10,5.1,5.1,4.6,0,0,0,0,0,4,30,0,1,11,0,0,"","","",""
144,Ted Ginn,WR,34.170,2019-09-29,NFL,NOR,"",DAL,W 12-10,4,4,Sun,1.90,4.9,4.9,3.4,0,0,0,0,0,0,0,0,3,19,0,0,"","","",""
145,Nick Vannett,TE,26.208,2019-09-30,NFL,PIT,"",CIN,W 27-3,4,4,Mon,2.80,4.8,4.8,3.8,0,0,0,0,0,0,0,0,2,28,0,0,"","","",""
146,Tyler Eifert,TE,29.022,2019-09-30,NFL,CIN,@,PIT,L 3-27,4,4,Mon,2.70,4.7,4.7,3.7,0,0,0,0,0,0,0,0,2,27,0,0,"","","",""
147,Geoff Swaim,TE,26.013,2019-09-29,NFL,JAX,@,DEN,W 26-24,4,4,Sun,1.70,4.7,4.7,3.2,0,0,0,0,0,0,0,0,3,17,0,0,"","","",""
148,Gus Edwards,RB,24.169,2019-09-29,NFL,BAL,"",CLE,L 25-40,4,4,Sun,3.60,4.6,4.6,4.1,0,0,0,0,0,6,28,0,1,8,0,0,"","","",""
149,Dare Ogunbowale,RB,25.148,2019-09-29,NFL,TAM,@,LAR,W 55-40,4,4,Sun,1.60,4.6,4.6,3.1,0,0,0,0,0,1,0,0,3,16,0,0,"","","",""
150,DeAndre Washington,RB,26.219,2019-09-29,NFL,OAK,@,IND,W 31-24,4,4,Sun,2.60,4.6,4.6,3.6,0,0,0,0,0,6,18,0,2,8,0,0,"","","",""
151,Luke Willson,TE,29.257,2019-09-29,NFL,SEA,@,ARI,W 27-10,4,4,Sun,2.60,4.6,4.6,3.6,0,0,0,0,0,0,0,0,2,26,0,0,"","","",""
152,Geremy Davis,WR,27.262,2019-09-29,NFL,LAC,@,MIA,W 30-10,4,4,Sun,2.50,4.5,4.5,3.5,0,0,0,0,0,0,0,0,2,25,0,0,"","","",""
153,JuJu Smith-Schuster,WR,22.312,2019-09-30,NFL,PIT,"",CIN,W 27-3,4,4,Mon,1.50,4.5,4.5,3.0,0,0,0,0,0,0,0,0,3,15,0,0,"","","",""
154,Paul Richardson,WR,27.169,2019-09-29,NFL,WAS,@,NYG,L 3-24,4,4,Sun,1.40,4.4,4.4,2.9,0,0,0,0,0,0,0,0,3,14,0,0,"","","",""
155,Kenny Stills,WR,27.160,2019-09-29,NFL,HOU,"",CAR,L 10-16,4,4,Sun,2.40,4.4,4.4,3.4,0,0,0,0,0,0,0,0,2,24,0,0,"","","",""
156,Andre Patton,WR,25.144,2019-09-29,NFL,LAC,@,MIA,W 30-10,4,4,Sun,2.20,4.2,4.2,3.2,0,0,0,0,0,0,0,0,2,22,0,0,"","","",""
157,Odell Beckham,WR,26.328,2019-09-29,NFL,CLE,@,BAL,W 40-25,4,4,Sun,2.00,4.0,4.0,3.0,0,1,0,0,0,0,0,0,2,20,0,0,"","","",""
158,C.J. Ham,FB,26.069,2019-09-29,NFL,MIN,@,CHI,L 6-16,4,4,Sun,1.00,4.0,4.0,2.5,0,0,0,0,0,0,0,0,3,10,0,0,"","","",""
159,Phillip Dorsett,WR,26.267,2019-09-29,NFL,NWE,@,BUF,W 16-10,4,4,Sun,1.90,3.9,3.9,2.9,0,0,0,0,0,1,9,0,2,10,0,0,"","","",""
160,KeeSean Johnson,WR,22.355,2019-09-29,NFL,ARI,"",SEA,L 10-27,4,4,Sun,1.90,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
161,Marcedes Lewis,TE,35.130,2019-09-26,NFL,GNB,"",PHI,L 27-34,4,4,Thu,1.90,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,"","","",""
