Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
161,Geoff Swaim,TE,25.364,2019-09-15,NFL,JAX,@,HOU,L 12-13,2,2,Sun,1.40,4.4,4.4,2.9,0,0,0,0,0,0,0,0,3,14,0,0,"","","",""
162,James Washington,WR,23.166,2019-09-15,NFL,PIT,"",SEA,L 26-28,2,2,Sun,2.30,4.3,4.3,3.3,0,0,0,0,0,0,0,0,2,23,0,0,"","","",""
163,Jack Doyle,TE,29.133,2019-09-15,NFL,IND,@,TEN,W 19-17,2,2,Sun,2.10,4.1,4.1,3.1,0,0,0,0,0,0,0,0,2,21,0,0,"","","",""
164,Tyler Higbee,TE,26.257,2019-09-15,NFL,LAR,"",NOR,W 27-9,2,2,Sun,2.10,4.1,4.1,3.1,0,0,0,0,0,0,0,0,2,21,0,0,"","","",""
165,Jaylen Samuels,RB,23.057,2019-09-15,NFL,PIT,"",SEA,L 26-28,2,2,Sun,3.10,4.1,4.1,3.6,0,0,0,0,0,3,18,0,1,13,0,0,"","","",""
166,Josh Gordon,WR,28.155,2019-09-15,NFL,NWE,@,MIA,W 43-0,2,2,Sun,1.90,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,"","","",""
167,Kyle Rudolph,TE,29.310,2019-09-15,NFL,MIN,@,GNB,L 16-21,2,2,Sun,0.90,3.9,3.9,2.4,0,0,0,0,0,0,0,0,3,9,0,0,"","","",""
168,Russell Shepard,WR,28.363,2019-09-15,NFL,NYG,"",BUF,L 14-28,2,2,Sun,1.90,3.9,3.9,2.9,0,0,0,0,0,0,0,0,2,19,0,0,"","","",""
169,Dontrelle Inman,WR,30.227,2019-09-15,NFL,LAC,@,DET,L 10-13,2,2,Sun,2.80,3.8,3.8,3.3,0,0,0,0,0,0,0,0,1,28,0,0,"","","",""
170,Chase Edmonds,RB,23.155,2019-09-15,NFL,ARI,@,BAL,L 17-23,2,2,Sun,1.70,3.7,3.7,2.7,0,0,0,0,0,1,2,0,2,15,0,0,"","","",""
171,Mark Walton,RB,22.170,2019-09-15,NFL,MIA,"",NWE,L 0-43,2,2,Sun,2.70,3.7,3.7,3.2,0,0,0,0,0,3,15,0,1,12,0,0,"","","",""
172,Jordan Howard,RB,24.317,2019-09-15,NFL,PHI,@,ATL,L 20-24,2,2,Sun,2.60,3.6,3.6,3.1,0,0,0,0,0,8,18,0,1,8,0,0,"","","",""
173,Taylor Gabriel,WR,28.210,2019-09-15,NFL,CHI,@,DEN,W 16-14,2,2,Sun,2.50,3.5,3.5,3.0,0,0,0,0,0,1,14,0,1,11,0,0,"","","",""
174,DaeSean Hamilton,WR,24.189,2019-09-15,NFL,DEN,"",CHI,L 14-16,2,2,Sun,1.50,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,"","","",""
175,Tony Pollard,RB,22.138,2019-09-15,NFL,DAL,@,WAS,W 31-21,2,2,Sun,2.50,3.5,3.5,3.0,0,0,0,0,0,4,22,0,1,3,0,0,"","","",""
176,Jarius Wright,WR,29.291,2019-09-12,NFL,CAR,"",TAM,L 14-20,2,2,Thu,1.50,3.5,3.5,2.5,0,0,0,0,0,0,0,0,2,15,0,0,"","","",""
177,Durham Smythe,TE,24.007,2019-09-15,NFL,MIA,"",NWE,L 0-43,2,2,Sun,2.40,3.4,3.4,2.9,0,0,0,0,0,0,0,0,1,24,0,0,"","","",""
178,Michael Crabtree,WR,32.001,2019-09-15,NFL,ARI,@,BAL,L 17-23,2,2,Sun,1.30,3.3,3.3,2.3,0,0,0,0,0,0,0,0,2,13,0,0,"","","",""
179,Latavius Murray,RB,29.240,2019-09-15,NFL,NOR,@,LAR,L 9-27,2,2,Sun,2.30,3.3,3.3,2.8,0,0,0,0,0,5,7,0,1,16,0,0,"","","",""
180,Wendell Smallwood,RB,25.229,2019-09-15,NFL,WAS,"",DAL,L 21-31,2,2,Sun,1.30,3.3,3.3,2.3,0,0,0,0,0,1,4,0,2,9,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
181,Blake Jarwin,TE,25.061,2019-09-15,NFL,DAL,@,WAS,W 31-21,2,2,Sun,2.20,3.2,3.2,2.7,0,0,0,0,0,0,0,0,1,22,0,0,"","","",""
182,Duke Johnson,RB,25.357,2019-09-15,NFL,HOU,"",JAX,W 13-12,2,2,Sun,3.10,3.1,3.1,3.1,0,0,0,0,0,6,31,0,0,0,0,0,"","","",""
183,Maxx Williams,TE,25.156,2019-09-15,NFL,ARI,@,BAL,L 17-23,2,2,Sun,2.10,3.1,3.1,2.6,0,0,0,0,0,0,0,0,1,21,0,0,"","","",""
184,Cameron Brate,TE,28.071,2019-09-12,NFL,TAM,@,CAR,W 20-14,2,2,Thu,1.00,3.0,3.0,2.0,0,0,0,0,0,0,0,0,2,10,0,0,"","","",""
185,Steven Sims,WR,22.168,2019-09-15,NFL,WAS,"",DAL,L 21-31,2,2,Sun,1.90,2.9,2.9,2.4,0,0,0,0,0,3,16,0,1,3,0,0,"","","",""
186,Dawson Knox,TE,22.315,2019-09-15,NFL,BUF,@,NYG,W 28-14,2,2,Sun,1.80,2.8,2.8,2.3,0,0,0,0,0,0,0,0,1,18,0,0,"","","",""
187,Keke Coutee,WR,22.244,2019-09-15,NFL,HOU,"",JAX,W 13-12,2,2,Sun,0.70,2.7,2.7,1.7,0,0,0,0,0,0,0,0,2,7,0,0,"","","",""
188,Diontae Johnson,WR,23.072,2019-09-15,NFL,PIT,"",SEA,L 26-28,2,2,Sun,1.70,2.7,2.7,2.2,0,0,0,0,0,0,0,0,1,17,0,0,"","","",""
189,Trey Burton,TE,27.321,2019-09-15,NFL,CHI,@,DEN,W 16-14,2,2,Sun,0.50,2.5,2.5,1.5,0,0,0,0,0,0,0,0,2,5,0,0,"","","",""
190,Alexander Mattison,RB,21.088,2019-09-15,NFL,MIN,@,GNB,L 16-21,2,2,Sun,2.50,2.5,2.5,2.5,0,0,0,0,0,4,25,0,0,0,0,0,"","","",""
191,Jalen Richard,RB,25.335,2019-09-15,NFL,OAK,"",KAN,L 10-28,2,2,Sun,0.50,2.5,2.5,1.5,0,0,0,0,0,2,3,0,2,2,0,1,"","","",""
192,Darren Sproles,RB,36.087,2019-09-15,NFL,PHI,@,ATL,L 20-24,2,2,Sun,0.50,2.5,2.5,1.5,0,0,0,0,0,0,0,0,2,5,0,0,"","","",""
193,Nick Boyle,TE,26.210,2019-09-15,NFL,BAL,"",ARI,W 23-17,2,2,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,"","","",""
194,Alex Erickson,WR,26.313,2019-09-15,NFL,CIN,"",SFO,L 17-41,2,2,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,"","","",""
195,Justice Hill,RB,21.305,2019-09-15,NFL,BAL,"",ARI,W 23-17,2,2,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,1,4,0,1,10,0,0,"","","",""
196,Nyheim Hines,RB,22.307,2019-09-15,NFL,IND,@,TEN,W 19-17,2,2,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,2,9,0,1,5,0,0,"","","",""
197,Zay Jones,WR,24.169,2019-09-15,NFL,BUF,@,NYG,W 28-14,2,2,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,0,0,0,1,14,0,0,"","","",""
198,Dion Lewis,RB,28.353,2019-09-15,NFL,TEN,"",IND,L 17-19,2,2,Sun,1.40,2.4,2.4,1.9,0,0,0,0,0,3,9,0,1,5,0,0,"","","",""
199,Giovani Bernard,HB,27.297,2019-09-15,NFL,CIN,"",SFO,L 17-41,2,2,Sun,1.30,2.3,2.3,1.8,0,0,0,0,0,6,6,0,1,7,0,0,"","","",""
200,Allen Hurns,WR,27.307,2019-09-15,NFL,MIA,"",NWE,L 0-43,2,2,Sun,1.30,2.3,2.3,1.8,0,0,0,0,0,0,0,0,1,13,0,0,"","","",""
1,Mike Evans,WR,26.032,2019-09-22,NFL,TAM,"",NYG,L 31-32,3,3,Sun,37.00,45.0,48.0,41.0,0,0,0,0,0,0,0,0,8,190,3,0,"","","",""
2,Keenan Allen,WR,27.148,2019-09-22,NFL,LAC,"",HOU,L 20-27,3,3,Sun,30.60,43.6,46.6,37.1,0,0,0,0,0,1,3,0,13,183,2,0,"","","",""
3,Alvin Kamara,RB,24.059,2019-09-22,NFL,NOR,@,SEA,W 33-27,3,3,Sun,28.10,37.1,37.1,32.6,0,0,0,0,0,16,69,1,9,92,1,0,"","","",""
4,Mark Ingram,RB,29.275,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,31.50,35.5,38.5,33.5,0,0,0,0,0,16,103,3,4,32,0,0,"","","",""
5,Cooper Kupp,WR,26.099,2019-09-22,NFL,LAR,@,CLE,W 20-13,3,3,Sun,22.10,33.1,36.1,27.6,0,0,0,0,0,0,0,0,11,101,2,0,"","","",""
6,Tyler Lockett,WR,26.359,2019-09-22,NFL,SEA,"",NOR,L 27-33,3,3,Sun,21.40,32.4,35.4,26.9,0,0,0,0,0,0,0,0,11,154,1,0,"","","",""
7,Taylor Gabriel,WR,28.218,2019-09-23,NFL,CHI,@,WAS,W 31-15,3,3,Mon,26.20,32.2,32.2,29.2,0,0,0,0,0,1,7,0,6,75,3,0,"","","",""
8,Phillip Lindsay,RB,25.060,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,25.00,29.0,29.0,27.0,0,0,0,0,0,21,81,2,4,49,0,0,"","","",""
9,Christian McCaffrey,RB,23.107,2019-09-22,NFL,CAR,@,ARI,W 38-20,3,3,Sun,24.80,27.8,30.8,26.3,0,0,0,0,0,24,153,1,3,35,0,0,"","","",""
10,Sterling Shepard,WR,26.224,2019-09-22,NFL,NYG,@,TAM,W 32-31,3,3,Sun,20.10,27.1,30.1,23.6,0,0,0,0,0,2,21,0,7,100,1,0,"","","",""
11,Darren Waller,TE,27.009,2019-09-22,NFL,OAK,@,MIN,L 14-34,3,3,Sun,14.10,27.1,30.1,20.6,0,0,0,0,0,1,7,0,13,134,0,0,"","","",""
12,Amari Cooper,WR,25.097,2019-09-22,NFL,DAL,"",MIA,W 31-6,3,3,Sun,20.80,26.8,26.8,23.8,0,0,0,0,0,0,0,0,6,88,2,0,"","","",""
13,Julio Jones,WR,30.226,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,18.80,26.8,29.8,22.8,0,0,0,0,0,0,0,0,8,128,1,0,"","","",""
14,Greg Olsen,TE,34.195,2019-09-22,NFL,CAR,@,ARI,W 38-20,3,3,Sun,19.50,25.5,25.5,22.5,0,0,0,0,0,0,0,0,6,75,2,0,"","","",""
15,Austin Hooper,TE,24.322,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,18.60,24.6,24.6,21.6,0,0,0,0,0,0,0,0,6,66,2,0,"","","",""
16,Dalvin Cook,RB,24.043,2019-09-22,NFL,MIN,"",OAK,W 34-14,3,3,Sun,20.30,24.3,27.3,22.3,0,0,0,0,0,16,110,1,4,33,0,0,"","","",""
17,Evan Engram,TE,25.020,2019-09-22,NFL,NYG,@,TAM,W 32-31,3,3,Sun,17.30,23.3,26.3,20.3,0,0,0,0,0,0,0,0,6,113,1,0,"","","",""
18,Nelson Agholor,WR,26.121,2019-09-22,NFL,PHI,"",DET,L 24-27,3,3,Sun,15.00,23.0,24.0,19.0,0,0,0,0,0,0,0,0,8,50,2,1,"","","",""
19,LeSean McCoy,RB,31.072,2019-09-22,NFL,KAN,"",BAL,W 33-28,3,3,Sun,20.00,23.0,23.0,21.5,0,0,0,0,0,8,54,1,3,26,1,0,"","","",""
20,Jordan Akins,TE,27.156,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,19.30,22.3,22.3,20.8,0,0,0,0,0,0,0,0,3,73,2,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
21,Paul Richardson,WR,27.163,2019-09-23,NFL,WAS,"",CHI,L 15-31,3,3,Mon,14.30,22.3,22.3,18.3,0,0,0,0,0,0,0,0,8,83,1,0,"","","",""
22,Marvin Jones,WR,29.194,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,16.10,22.1,25.1,19.1,0,0,0,0,0,0,0,0,6,101,1,0,"","","",""
23,Marquez Valdes-Scantling,WR,24.347,2019-09-22,NFL,GNB,"",DEN,W 27-16,3,3,Sun,15.90,21.9,21.9,18.9,0,0,0,0,0,0,0,0,6,99,1,0,"","","",""
24,Tony Pollard,RB,22.145,2019-09-22,NFL,DAL,"",MIA,W 31-6,3,3,Sun,18.80,21.8,24.8,20.3,0,0,0,0,0,13,103,1,3,25,0,0,"","","",""
25,Adam Thielen,WR,29.031,2019-09-22,NFL,MIN,"",OAK,W 34-14,3,3,Sun,17.60,20.6,20.6,19.1,0,0,0,0,0,1,1,1,3,55,1,0,"","","",""
26,T.Y. Hilton,WR,29.312,2019-09-22,NFL,IND,"",ATL,W 27-24,3,3,Sun,12.50,20.5,20.5,16.5,0,0,0,0,0,0,0,0,8,65,1,0,"","","",""
27,Brandin Cooks,WR,25.362,2019-09-22,NFL,LAR,@,CLE,W 20-13,3,3,Sun,12.00,20.0,23.0,16.0,0,0,0,0,0,1,8,0,8,112,0,0,"","","",""
28,Julian Edelman,WR,33.123,2019-09-22,NFL,NWE,"",NYJ,W 30-14,3,3,Sun,12.20,19.2,19.2,15.7,0,0,0,0,0,0,0,0,7,62,1,0,"","","",""
29,Terry McLaurin,WR,23.161,2019-09-23,NFL,WAS,"",CHI,L 15-31,3,3,Mon,13.00,19.0,19.0,16.0,0,0,0,0,0,0,0,0,6,70,1,0,"","","",""
30,Rex Burkhead,RB,29.082,2019-09-22,NFL,NWE,"",NYJ,W 30-14,3,3,Sun,12.90,18.9,18.9,15.9,0,0,0,0,0,11,47,1,6,22,0,0,"","","",""
31,Phillip Dorsett,WR,26.260,2019-09-22,NFL,NWE,"",NYJ,W 30-14,3,3,Sun,12.50,18.5,18.5,15.5,0,0,0,0,0,2,12,0,6,53,1,0,"","","",""
32,David Johnson,RB,27.280,2019-09-22,NFL,ARI,"",CAR,L 20-38,3,3,Sun,12.50,18.5,18.5,15.5,0,0,0,0,0,11,37,0,6,28,1,0,"","","",""
33,Mecole Hardman,WR,21.194,2019-09-22,NFL,KAN,"",BAL,W 33-28,3,3,Sun,16.40,18.4,18.4,17.4,0,0,0,0,0,1,7,0,2,97,1,0,"","","",""
34,Will Dissly,TE,23.076,2019-09-22,NFL,SEA,"",NOR,L 27-33,3,3,Sun,12.20,18.2,18.2,15.2,0,0,0,0,0,0,0,0,6,62,1,0,"","","",""
35,DJ Chark,WR,22.361,2019-09-19,NFL,JAX,"",TEN,W 20-7,3,3,Thu,13.60,17.6,17.6,15.6,0,0,0,0,0,0,0,0,4,76,1,0,"","","",""
36,Joe Mixon,HB,23.060,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,15.40,17.4,17.4,16.4,0,0,0,0,0,15,60,0,2,34,1,0,"","","",""
37,Nick Chubb,RB,23.269,2019-09-22,NFL,CLE,"",LAR,L 13-20,3,3,Sun,13.10,17.1,17.1,15.1,0,0,0,0,0,23,96,0,4,35,0,0,"","","",""
38,JuJu Smith-Schuster,WR,22.304,2019-09-22,NFL,PIT,@,SFO,L 20-24,3,3,Sun,14.10,17.1,17.1,15.6,0,0,0,0,0,0,0,0,3,81,1,0,"","","",""
39,Frank Gore,RB,36.131,2019-09-22,NFL,BUF,"",CIN,W 21-17,3,3,Sun,14.90,16.9,16.9,15.9,0,0,0,0,0,14,76,1,2,13,0,0,"","","",""
40,Marlon Mack,RB,23.199,2019-09-22,NFL,IND,"",ATL,W 27-24,3,3,Sun,14.80,16.8,16.8,15.8,0,0,0,0,0,16,74,1,2,14,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
41,Dawson Knox,TE,22.322,2019-09-22,NFL,BUF,"",CIN,W 21-17,3,3,Sun,13.60,16.6,16.6,15.1,0,0,0,0,0,1,9,0,3,67,1,0,"","","",""
42,Michael Thomas,WR,26.203,2019-09-22,NFL,NOR,@,SEA,W 33-27,3,3,Sun,11.40,16.4,16.4,13.9,0,0,0,0,0,0,0,0,5,54,1,0,"","","",""
43,Curtis Samuel,WR,23.042,2019-09-22,NFL,CAR,@,ARI,W 38-20,3,3,Sun,11.30,16.3,16.3,13.8,0,0,0,0,0,0,0,0,5,53,1,0,"","","",""
44,Ezekiel Elliott,RB,24.062,2019-09-22,NFL,DAL,"",MIA,W 31-6,3,3,Sun,13.90,15.9,18.9,14.9,0,0,0,0,0,19,125,0,2,14,0,0,"","","",""
45,Darren Fells,TE,33.153,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,10.90,15.9,15.9,13.4,0,0,0,0,0,0,0,0,5,49,1,0,"","","",""
46,Travis Kelce,TE,29.352,2019-09-22,NFL,KAN,"",BAL,W 33-28,3,3,Sun,8.90,15.9,15.9,12.4,0,0,0,0,0,0,0,0,7,89,0,0,"","","",""
47,Christian Kirk,WR,22.308,2019-09-22,NFL,ARI,"",CAR,L 20-38,3,3,Sun,5.90,15.9,15.9,10.9,0,0,0,0,0,0,0,0,10,59,0,0,"","","",""
48,Darrel Williams,RB,24.160,2019-09-22,NFL,KAN,"",BAL,W 33-28,3,3,Sun,10.90,15.9,15.9,13.4,0,0,0,0,0,9,62,0,5,47,0,0,"","","",""
49,Adam Humphries,WR,26.087,2019-09-19,NFL,TEN,@,JAX,L 7-20,3,3,Thu,9.30,15.3,15.3,12.3,0,0,0,0,0,0,0,0,6,93,0,0,"","","",""
50,Aaron Jones,RB,24.294,2019-09-22,NFL,GNB,"",DEN,W 27-16,3,3,Sun,14.30,15.3,15.3,14.8,0,0,0,0,0,10,19,2,1,4,0,0,"","","",""
51,Leonard Fournette,RB,24.244,2019-09-19,NFL,JAX,"",TEN,W 20-7,3,3,Thu,9.20,15.2,15.2,12.2,0,0,0,0,0,15,66,0,6,26,0,0,"","","",""
52,Austin Ekeler,RB,24.128,2019-09-22,NFL,LAC,"",HOU,L 20-27,3,3,Sun,8.10,15.1,15.1,11.6,0,0,0,0,0,9,36,0,7,45,0,0,"","","",""
53,Cole Beasley,WR,30.149,2019-09-22,NFL,BUF,"",CIN,W 21-17,3,3,Sun,6.80,14.8,14.8,10.8,0,0,0,0,0,0,0,0,8,48,0,0,"","","",""
54,Diontae Johnson,WR,23.079,2019-09-22,NFL,PIT,@,SFO,L 20-24,3,3,Sun,11.80,14.8,14.8,13.3,0,0,0,0,0,1,6,0,3,52,1,0,"","","",""
55,Chris Thompson,RB,28.338,2019-09-23,NFL,WAS,"",CHI,L 15-31,3,3,Mon,10.80,14.8,14.8,12.8,0,0,0,0,0,7,29,0,4,79,0,0,"","","",""
56,Larry Fitzgerald,WR,36.022,2019-09-22,NFL,ARI,"",CAR,L 20-38,3,3,Sun,9.60,14.6,14.6,12.1,0,0,0,0,0,0,0,0,5,36,1,0,"","","",""
57,Josh Gordon,WR,28.162,2019-09-22,NFL,NWE,"",NYJ,W 30-14,3,3,Sun,8.40,14.4,14.4,11.4,0,0,0,0,0,1,1,0,6,83,0,0,"","","",""
58,Jeff Wilson,RB,23.310,2019-09-22,NFL,SFO,"",PIT,W 24-20,3,3,Sun,13.80,13.8,13.8,13.8,0,0,0,0,0,8,18,2,0,0,0,0,"","","",""
59,Mohamed Sanu,WR,30.031,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,7.70,13.7,13.7,10.7,0,0,0,0,0,1,2,0,6,75,0,0,"","","",""
60,Courtland Sutton,WR,23.347,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,8.70,13.7,13.7,11.2,0,0,0,0,0,0,0,0,5,87,0,0,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
61,JJ Nelson,WR,27.151,2019-09-22,NFL,OAK,@,MIN,L 14-34,3,3,Sun,9.60,13.6,13.6,11.6,0,0,0,0,0,0,0,0,4,36,1,0,"","","",""
62,D.J. Moore,WR,22.161,2019-09-22,NFL,CAR,@,ARI,W 38-20,3,3,Sun,12.40,13.4,13.4,12.9,0,0,0,0,0,1,12,0,1,52,1,0,"","","",""
63,Delanie Walker,TE,35.038,2019-09-19,NFL,TEN,@,JAX,L 7-20,3,3,Thu,6.40,13.4,13.4,9.9,0,0,0,0,0,0,0,0,7,64,0,0,"","","",""
64,Zach Pascal,WR,24.278,2019-09-22,NFL,IND,"",ATL,W 27-24,3,3,Sun,11.30,13.3,13.3,12.3,0,0,0,0,0,0,0,0,2,53,1,0,"","","",""
65,Demarcus Robinson,WR,25.001,2019-09-22,NFL,KAN,"",BAL,W 33-28,3,3,Sun,10.30,13.3,13.3,11.8,0,0,0,0,0,0,0,0,3,43,1,0,"","","",""
66,Ronald Jones,RB,22.050,2019-09-22,NFL,TAM,"",NYG,L 31-32,3,3,Sun,12.10,13.1,13.1,12.6,0,0,0,0,0,14,80,0,1,41,0,0,"","","",""
67,Kenny Stills,WR,27.153,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,8.90,12.9,12.9,10.9,0,0,0,0,0,0,0,0,4,89,0,0,"","","",""
68,Tyler Boyd,WR,24.311,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,6.80,12.8,12.8,9.8,0,0,0,0,0,0,0,0,6,68,0,0,"","","",""
69,Auden Tate,WR,22.231,2019-09-22,NFL,CIN,@,BUF,L 17-21,3,3,Sun,6.80,12.8,13.8,9.8,0,0,0,0,0,0,0,0,6,88,0,1,"","","",""
70,DeAndre Hopkins,WR,27.108,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,6.70,12.7,12.7,9.7,0,0,0,0,0,0,0,0,6,67,0,0,"","","",""
71,Miles Sanders,RB,22.144,2019-09-22,NFL,PHI,"",DET,L 24-27,3,3,Sun,10.60,12.6,13.6,11.6,0,0,0,0,0,13,53,0,2,73,0,2,"","","",""
72,Devonta Freeman,RB,27.191,2019-09-22,NFL,ATL,@,IND,L 24-27,3,3,Sun,9.50,12.5,12.5,11.0,0,0,0,0,0,16,88,0,3,7,0,0,"","","",""
73,Dante Pettis,WR,23.334,2019-09-22,NFL,SFO,"",PIT,W 24-20,3,3,Sun,8.00,12.0,12.0,10.0,0,0,0,0,0,0,0,0,4,20,1,0,"","","",""
74,Allen Robinson,WR,26.030,2019-09-23,NFL,CHI,@,WAS,W 31-15,3,3,Mon,6.00,12.0,12.0,9.0,0,0,0,0,0,0,0,0,6,60,0,0,"","","",""
75,Tyrell Williams,WR,27.222,2019-09-22,NFL,OAK,@,MIN,L 14-34,3,3,Sun,8.90,11.9,11.9,10.4,0,0,0,0,0,0,0,0,3,29,1,0,"","","",""
76,Alexander Mattison,RB,21.095,2019-09-22,NFL,MIN,"",OAK,W 34-14,3,3,Sun,11.80,11.8,11.8,11.8,0,0,0,0,0,12,58,1,0,0,0,0,"","","",""
77,George Kittle,TE,25.348,2019-09-22,NFL,SFO,"",PIT,W 24-20,3,3,Sun,5.70,11.7,11.7,8.7,0,0,0,0,0,0,0,0,6,57,0,0,"","","",""
78,Odell Beckham,WR,26.321,2019-09-22,NFL,CLE,"",LAR,L 13-20,3,3,Sun,5.60,11.6,11.6,8.6,0,0,0,0,0,0,0,0,6,56,0,0,"","","",""
79,Derrick Henry,RB,25.258,2019-09-19,NFL,TEN,@,JAX,L 7-20,3,3,Thu,10.60,11.6,11.6,11.1,0,0,0,0,0,17,44,1,1,2,0,0,"","","",""
80,Sammy Watkins,WR,26.100,2019-09-22,NFL,KAN,"",BAL,W 33-28,3,3,Sun,6.40,11.4,11.4,8.9,0,0,0,0,0,0,0,0,5,64,0,1,"","","",""
Rk,Player,Pos,Age,Date,Lg,Tm,"",Opp,Result,G#,Week,Day,FantPt,PPR,DKPt,FDPt,Cmp,Att,Yds,TD,Int,Att,Yds,TD,Rec,Yds,TD,Fmb,FGM,FGA,XPM,XPA
81,Royce Freeman,RB,23.210,2019-09-22,NFL,DEN,@,GNB,L 16-27,3,3,Sun,7.30,11.3,11.3,9.3,0,0,0,0,0,15,63,0,4,10,0,0,"","","",""
82,Kerryon Johnson,RB,22.084,2019-09-22,NFL,DET,@,PHI,W 27-24,3,3,Sun,10.30,11.3,11.3,10.8,0,0,0,0,0,20,36,1,1,7,0,0,"","","",""
83,Darius Slayton,WR,22.253,2019-09-22,NFL,NYG,@,TAM,W 32-31,3,3,Sun,8.20,11.2,11.2,9.7,0,0,0,0,0,0,0,0,3,82,0,0,"","","",""
84,David Montgomery,RB,22.108,2019-09-23,NFL,CHI,@,WAS,W 31-15,3,3,Mon,8.10,11.1,11.1,9.6,0,0,0,0,0,13,67,0,3,14,0,0,"","","",""
85,Matt Breida,RB,24.206,2019-09-22,NFL,SFO,"",PIT,W 24-20,3,3,Sun,8.80,10.8,10.8,9.8,0,0,0,0,0,14,68,0,2,20,0,0,"","","",""
86,Preston Williams,WR,22.179,2019-09-22,NFL,MIA,@,DAL,L 6-31,3,3,Sun,6.80,10.8,10.8,8.8,0,0,0,0,0,0,0,0,4,68,0,0,"","","",""
87,Jamaal Williams,RB,24.172,2019-09-22,NFL,GNB,"",DEN,W 27-16,3,3,Sun,8.60,10.6,10.6,9.6,0,0,0,0,0,12,59,0,2,27,0,0,"","","",""
88,Zach Ertz,TE,28.316,2019-09-22,NFL,PHI,"",DET,L 24-27,3,3,Sun,6.40,10.4,10.4,8.4,0,0,0,0,0,0,0,0,4,64,0,0,"","","",""
89,Le'Veon Bell,RB,27.216,2019-09-22,NFL,NYJ,@,NWE,L 14-30,3,3,Sun,6.30,10.3,10.3,8.3,0,0,0,0,0,18,35,0,4,28,0,0,"","","",""
90,Mack Hollins,WR,26.006,2019-09-22,NFL,PHI,"",DET,L 24-27,3,3,Sun,6.20,10.2,10.2,8.2,0,0,0,0,0,0,0,0,4,62,0,0,"","","",""
91,Will Fuller,WR,25.159,2019-09-22,NFL,HOU,@,LAC,W 27-20,3,3,Sun,5.10,10.1,10.1,7.6,0,0,0,0,0,0,0,0,5,51,0,0,"","","",""
92,Dede Westbrook,WR,25.302,2019-09-19,NFL,JAX,"",TEN,W 20-7,3,3,Thu,5.00,10.0,10.0,7.5,0,0,0,0,0,1,4,0,5,46,0,0,"","","",""
93,Nick Boyle,TE,26.217,2019-09-22,NFL,BAL,@,KAN,L 28-33,3,3,Sun,5.80,9.8,9.8,7.8,0,0,0,0,0,0,0,0,4,58,0,0,"","","",""
94,James O'Shaughnessy,TE,27.248,2019-09-19,NFL,JAX,"",TEN,W 20-7,3,3,Thu,7.80,9.8,9.8,8.8,0,0,0,0,0,0,0,0,2,18,1,0,"","","",""
